id,comment,territory
519,"Olha, a situação da segurança tá caótica na Gávea. na Rua Marquês de São Vicente, bem perto da PUC, virou ponto fixo de bandido assaltando quem sai do trabalho ou da faculdade. na última terça-feira teve mais um roubo de celular violento. minha mãe idosa tentou acionar os policiais mas a viatura demorou uma eternidade pra chegar.",asfalto
520,"O entorno do CIEP tá largado ao abandonono total. no Beco do Rato, na parte mais alta,, o mato tá alto atraindo bixo e falta iluminação na passarela de acesso dos alunos. uma senhora de idade que mora aqui perto morador antigo diz que de noite o lugar fica perigoso demais, propício pra assalto. Precisamos de melhorias e segurança pra comunidade escolar. É uma falta de respeito tremenda com quem paga imposto caro todo mês e não vê retorno.",favela
521,"O esgoto correndo a céu aberto aqui na comunidade é uma humilhação diária. anteontem o cano estourou bem na Travessa do Sol, área residencial, e tá aquela lama podre passando na porta de casa. um rapaz que estuda na PUC tá limpando tudo sozinho porque a prefeitura não manda ninguém da Cedae ou da Comlurb. Rato e barata tomando conta de tudo.",comunidade
522,"A coleta de lixo aqui dentro não funciona direito e o povo acaba jogando os sacos nas encostas ou perto de próximo ao pequeno comércio da subida,. no último sábado de madrugada acumulou tanta sujeira que tampou a passagem do beco. um morador antigo aqui do beco se preocupa com as doenças, o valão tá transbordando e ninguém limpa essa imundície.",comunidade
523,"O descaso com as áreas verdes no entorno de perto do mirante do Alto da Gávea, é visível e perigoso. As árvores de grande porte não são podadas há meses, os galhos cobrem os postes de luz e ameaçam cair na fiação. minha irmã com o carrinho de bebê já ligou pro 1746 várias vezes e a Fundação Parques e Jardins não aparece. Até a escola da garotada fica prejudicada com essa buraqueira toda que impede o acesso.",alto da gávea
524,"Falta planejamento e manutenção da infraestrutura urbana na Gávea. No entorno de na Rua Vice-Governador Rubens Berardo,, as calçadas são estreitas, quebradas e cheias de obstáculos, fora a fiação aérea pesada que parece que vai cair. eu mesmo com pressa pro serviço que anda por aqui todo dia vê o completo abandono do asfalto.",asfalto
525,"Falta área de lazer e esporte pras crianças e jovens aqui da comunidade. Não temos uma quadra poliesportiva reformada ou uma praça com brinquedos seguros. um grupo de estudantes daqui vê a garotada jogando bola no meio das vielas apertadas perto de perto do ponto final das vans lá em cima, correndo risco de atropelamento por falta de opção.",favela
526,"Aqui nas vielas a segurança pública é quase nenhuma, só lembram da gente pra fazer operação violenta. nas vielas apertadas perto do CIEP, tá perigoso de andar de noite por falta de luz nos postes. minha filha mais nova já ouviu relato de assalto nos becos escuros. Queremos paz e policiamento comunitário de verdade. Nem o Parque da Cidade escapa desse abandono generalizado que tomou conta do nosso bairro.",favela
527,"Olha, a situação da segurança tá caótica na Gávea. perto da entrada do Parque da Cidade, virou ponto fixo de bandido assaltando quem sai do trabalho ou da faculdade. durante o temporal de ontem teve mais um roubo de celular violento. meu vizinho da frente, o Seu Jorge, tentou acionar os policiais mas a viatura demorou uma eternidade pra chegar.",alto da gávea
528,"O trânsito nos horários de pico perto de em frente ao Shopping da Gávea, é insuportável, principalmente por causa da saída das escolas particulares e da faculdade. Faltam guardas municipais pra ordenar o fluxo de veículos e orientar as travessias. uma vizinha nossa, a Dona Maria, perde um tempo absurdo engarrafado todo dia.",asfalto
529,"A situação da segurança aqui dentro tá muito complicada e tensa. ontem de noite teve operação e correria bem perto do valão de esgoto principal,, deixando os moradores apavorados dentro de casa. meu marido voltando do trabalho ficou preso sem conseguir descer pro trabalho. Falta uma política de segurança que respeite quem mora aqui na favela. E pra piorar tudo, as calçadas tão todas quebradas, um perigo de queda pros idosos.",favela
530,"A mobilidade urbana na Gávea tá caótica por causa do trânsito intenso e do estacionamento irregular de veículos. perto do mirante do Alto da Gávea,, os carros param em cima das calçadas e bloqueiam tudo, obrigando o pedestre a andar no meio da rua. meu filho adolescente que anda com idoso sofre demais com isso.",alto da gávea
531,"O acúmulo de lixo nas calçadas da Gávea tá atraindo muito bicho e barata. nas imediações das mansões residenciais,, os sacos de lixo ficam amontoados porque a coleta tá passando fora do horário comercial. minha mãe idosa já viu ratazana enorme correndo perto dos pedestres. Uma falta de higiene terrível num bairro desses.",alto da gávea
532,"O trânsito nos horários de pico perto de no cruzamento principal perto do posto de combustível, é insuportável, principalmente por causa da saída das escolas particulares e da faculdade. Faltam guardas municipais pra ordenar o fluxo de veículos e orientar as travessias. uma senhora de idade que mora aqui perto perde um tempo absurdo engarrafado todo dia. E a iluminação dos postes sumiu nessa parte, virando um breu danado propício pra assaltos.",asfalto
533,"A situação da segurança aqui dentro tá muito complicada e tensa. anteontem teve operação e correria bem na escadaria principal da comunidade,, deixando os moradores apavorados dentro de casa. um rapaz que estuda na PUC ficou preso sem conseguir descer pro trabalho. Falta uma política de segurança que respeite quem mora aqui na favela.",comunidade
534,"Muitas famílias aqui na comunidade vivem em condições habitacionais muito precárias, em barracos com muita umidade e infiltração perigosa. um morador antigo aqui do beco mora num cômodo pequeno onde chove mais dentro do que fora perto de perto da associação de moradores,. Precisamos de programas sociais de melhoria habitacional.",comunidade
535,"Morar perto do valão é um sofrimento sem fim que ninguém merece. na Viela da Paz, subindo as escadas,, o cheiro é de morte o dia todo e quando chove a água podre invade os becos e entra nas casas. minha irmã com o carrinho de bebê perdeu os móveis na última enchente. Precisamos de saneamento básico, saneamento é dignidade humana! Desse jeito o posto de saúde vai continuar lotado de gente doente com infecção.",favela
536,"Morar aqui tá difícil por causa dos problemas crônicos de drenagem pluvial. no trecho mais alto e escuro da via,, a água fica empossada por dias após qualquer temporal comum. eu mesmo com pressa pro serviço reclama que o mau cheiro de esgoto invade os apartamentos do térreo. Cadê as obras de saneamento e escoamento prometidas pela prefeitura?",alto da gávea
537,"O esgoto correndo a céu aberto aqui na comunidade é uma humilhação diária. logo cedo na segunda-feira o cano estourou bem nas proximidades do posto de saúde da Gávea, e tá aquela lama podre passando na porta de casa. um grupo de estudantes daqui tá limpando tudo sozinho porque a prefeitura não manda ninguém da Cedae ou da Comlurb. Rato e barata tomando conta de tudo.",comunidade
538,"Há um descaso imenso com a fiscalização de obras residenciais na nossa região. na Rua Vice-Governador Rubens Berardo,, tão fazendo construções que parecem irregulares e tão afetando a estrutura das casas vizinhas e gerando rachaduras. minha filha mais nova já denunciou na prefeitura mas ninguém vem embargar a obra. Fora o transporte público que demora horas pra passar e nos deixa mofando no ponto com medo.",asfalto
539,"O acúmulo de lixo nas calçada da Gávea tá atraindo muito bicho e barata. no cruzamento principal perto do posto de combustível,, os sacos de lixo ficam amontoados porque a coleta tá passando fora do horário comercial. meu vizinho da frente, o Seu Jorge, já viu ratazana enorme correndo perto dos pedestres. Uma falta de higiene terrível num bairro desses.",asfalto
540,"A gente vive com medo de sair de casa à noite. Aqui perto de na subida da Estrada da Gávea,, os assaltos são constantes e violentos. no meio da semana passada teve correria perto do ponto de ônibus. É um trauma pro uma vizinha nossa, a Dona Maria, e pra todo mundo que mora aqui no asfalto. Cadê o Segurança Presente que tanto prometeram?",alto da gávea
541,"Depender de transporte aqui na comunidade é um teste de paciência. Os ônibus sumiram das linhas e demoram séculos. ontem de noite, meu marido voltando do trabalho esperou quase uma hora no ponto perto de no Beco do Rato, na parte mais alta, pra conseguir descer pro trabalho. A prefeitura precisa obrigar as empresas a cumprirem os horários. A prefeitura diz na televisão que faz obra mas a verdade é que o descaso continua igual por aqui.",favela
542,"Falta de vaga em creche municipal aqui dentro da comunidade é um absurdo que prejudica as mães. meu filho adolescente tá desempregada porque não tem com quem deixar o bebê, já que a creche perto de na Viela da Paz, subindo as escadas, tá superlotada e sem previsão de novas vagas. A prefeitura precisa expandir a rede.",favela
543,"Um absurdo a truculência nas abordagens policiais aqui na comunidade. na última terça-feira, minha mãe idosa foi parado voltando do serviço bem perto do valão de esgoto principal, e os policiais já chegaram esculachando, tratando como suspeito. A gente quer segurança, mas quer respeito também, porque trabalhador não é bandido.",favela
544,"A falta de segurança viária e policiamento no entorno das escolas preocupa muito. perto do Planetário da Gávea,, o trânsito é caótico na hora da saída dos alunos e os carros não respeitam a faixa. uma senhora de idade que mora aqui perto reclama que falta sinalização adequada e presença da guarda municipal pra proteger as crianças. É uma falta de respeito tremenda com quem paga imposto caro todo mês e não vê retorno.",asfalto
545,"O esgoto correndo a céu aberto aqui na comunidade é uma humilhação diária. anteontem o cano estourou bem na subida da passarela de acesso, e tá aquela lama podre passando na porta de casa. um rapaz que estuda na PUC tá limpando tudo sozinho porque a prefeitura não manda ninguém da Cedae ou da Comlurb. Rato e barata tomando conta de tudo.",favela
546,"A estrutura das poucas escolas públicas do bairro deixa a desejar. no último sábado de madrugada faltou luz e as crianças sofreram num calor insuportável porque o ar condicionado tá quebrado há meses na escola perto de no cruzamento principal perto do posto de combustível,. um morador antigo aqui do beco estuda lá e diz que até a merenda tá vindo fraca, puro descaso.",asfalto
547,"Nossos jovens tão sem perspectiva porque as escolas públicas da comunidade tão abandonadas. Falta professor de matemática e inglês direto. em plena luz do dia ontem o filho de minha irmã com o carrinho de bebê ficou sem aula e voltou pra casa cedo. Sem educação de qualidade, como que as crianças da favela vão vencer na vida? Até a escola da garotada fica prejudicada com essa buraqueira toda que impede o acesso.",favela
548,"A gente vive no meio do fogo cruzado e ninguém faz nada por nós. já faz uns três dias teve tiroteio perto do CIEP e eu mesmo com pressa pro serviço teve que correr pra se proteger dentro do beco. As crianças ficam traumatizadas e perdem aula direta. Segurança pra nós da comunidade é artigo de luxo pelo visto.",favela
549,"As escadarias e vielas da comunidade tão caindo aos pedaços de tão velhas. Os degraus tão todos quebrados e não tem um corrimão sequer, o que é um perigo imenso em dia de chuva. um grupo de estudantes daqui escorregou e machucou o braço logo cedo na segunda-feira subindo na Travessa do Sol, área residencial,. Precisamos de reformas urgentes.",comunidade
550,"O canal de atendimento 1746 virou uma piada de mau gosto e ineficiente. A gente abre protocolo sobre os problemas crônicos de conservação perto de no trecho mais alto e escuro da via,, eles deixam vencer o prazo e fecham o chamado como se estivesse resolvido sem fazer nada. minha filha mais nova se sente feito de palhaço pela gestão. Nem o Parque da Cidade escapa desse abandono generalizado que tomou conta do nosso bairro.",alto da gávea
551,"Muitos prédios antigos no asfalto tão sofrendo com a falta de manutenção externa e fiação velha, e a prefeitura não ajuda com nenhum tipo de incentivo. meu vizinho da frente, o Seu Jorge, comenta que morar na Gávea virou sinônimo de pagar IPTU absurdo pra não ter nenhum apoio habitacional ou urbanístico.",asfalto
552,"A gente vive com medo de sair de casa à noite. Aqui perto de na Rua Vice-Governador Rubens Berardo,, os assaltos são constantes e violentos. no meio da semana passada teve correria perto do ponto de ônibus. É um trauma pro uma vizinha nossa, a Dona Maria, e pra todo mundo que mora aqui no asfalto. Cadê o Segurança Presente que tanto prometeram?",asfalto
553,"As calçadas aqui da Gávea tão completamente detonadas, cheias de buracos e pedras soltas. ontem de noite, meu marido voltando do trabalho tropeçou e quase caiu feio bem no cruzamento principal perto do posto de combustível,. As raízes das árvores estouraram o concreto e ninguém conserta. Idosos sofrem demais pra caminhar por aqui, cadê a conservação? E pra piorar tudo, as calçadas tão todas quebradas, um perigo de queda pros idosos.",asfalto
554,"A coleta de lixo aqui dentro não funciona direito e o povo acaba jogando os sacos nas encostas ou perto de na escadaria principal da comunidade,. na semana passada acumulou tanta sujeira que tampou a passagem do beco. meu filho adolescente se preocupa com as doenças, o valão tá transbordando e ninguém limpa essa imundície.",comunidade
555,"A mobilidade pra quem mora no alto da comunidade é péssima. Não tem linha de ônibus integrada que funcione de verdade. minha mãe idosa que trabalha até tarde gasta uma fortuna com mototáxi pra conseguir chegar em casa no Beco do Rato, na parte mais alta, com segurança. Um absurdo essa falta de opção.",favela
556,"Falta saneamento básico e vergonha na cara das autoridades. na Viela da Paz, subindo as escadas, tá cheio de esgoto vazando direto e as crianças brincam do lado da sujeira. uma senhora de idade que mora aqui perto tá com o filho internado no posto com infecção por causa disso. É desumano viver desse jeito sem rede de esgoto adequada nas vielas. E a iluminação dos postes sumiu nessa parte, virando um breu danado propício pra assaltos.",favela
557,"O esgoto correndo a céu aberto aqui na comunidade é uma humilhação diária. anteontem o cano estourou bem perto do valão de esgoto principal, e tá aquela lama podre passando na porta de casa. um rapaz que estuda na PUC tá limpando tudo sozinho porque a prefeitura não manda ninguém da Cedae ou da Comlurb. Rato e barata tomando conta de tudo.",favela
558,"Na comunidade a gente sofre quando alguém passa mal. no último sábado de madrugada, um morador antigo aqui do beco teve uma crise forte e a ambulância do Samu se recusou a subir nas proximidades do posto de saúde da Gávea, alegando falta de segurança. Tivemos que carregar ele no braço até o asfalto. O posto de saúde também nunca tem remédio básico.",comunidade
559,"A subprefeitura da Zona Sul não bota os pés aqui dentro da comunidade pra ver nossa realidade. Ignoram o esgoto, a falta de luz nas vielas e o perigo nas encostas perto de na subida da passarela de acesso,. minha irmã com o carrinho de bebê diz que o morador tá abandonado e tem que resolver tudo por conta própria através de mutirão. Desse jeito o posto de saúde vai continuar lotado de gente doente com infecção.",favela
560,"Falta saneamento básico e vergonha na cara das autoridades. perto do ponto final das vans lá em cima, tá cheio de esgoto vazando direto e as crianças brincam do lado da sujeira. eu mesmo com pressa pro serviço tá com o filho internado no posto com infecção por causa disso. É desumano viver desse jeito sem rede de esgoto adequada nas vielas.",favela
561,"As escadarias e vielas da comunidade tão caindo aos pedaços de tão velhas. Os degraus tão todos quebrados e não tem um corrimão sequer, o que é um perigo imenso em dia de chuva. um grupo de estudantes daqui escorregou e machucou o braço logo cedo na segunda-feira subindo na escadaria principal da comunidade,. Precisamos de reformas urgentes.",comunidade
562,"O canal de atendimento 1746 virou uma piada de mau gosto e ineficiente. A gente abre protocolo sobre os problemas crônicos de conservação perto de perto da entrada do Parque da Cidade,, eles deixam vencer o prazo e fecham o chamado como se estivesse resolvido sem fazer nada. minha filha mais nova se sente feito de palhaço pela gestão. Fora o transporte público que demora horas pra passar e nos deixa mofando no ponto com medo.",alto da gávea
563,"Morar perto do valão é um sofrimento sem fim que ninguém merece. na Viela da Paz, subindo as escadas,, o cheiro é de morte o dia todo e quando chove a água podre invade os becos e entra nas casas. meu vizinho da frente, o Seu Jorge, perdeu os móveis na última enchente. Precisamos de saneamento básico, saneamento é dignidade humana!",favela
564,"Os pontos de ônibus perto de próximo ao pequeno comércio da subida, tão abandonados, sem cobertura nenhuma contra chuva ou sol e totalmente escuros de noite. uma vizinha nossa, a Dona Maria, fica exposto ao perigo e ao tempo esperando condução que nunca passa no horário certo. Transporte de qualidade é um direito nosso.",comunidade
565,"Depender de transporte aqui na comunidade é um teste de paciência. Os ônibus sumiram das linhas e demoram séculos. ontem de noite, meu marido voltando do trabalho esperou quase uma hora no ponto perto de nas proximidades do posto de saúde da Gávea, pra conseguir descer pro trabalho. A prefeitura precisa obrigar as empresas a cumprirem os horários. A prefeitura diz na televisão que faz obra mas a verdade é que o descaso continua igual por aqui.",comunidade
566,"A insegurança aqui tá um absurdo total. Ninguém consegue mais andar tranquilo nas imediações das mansões residenciais, depois das sete da noite porque o policiamento preventivo sumiu. meu filho adolescente já cansou de ver assalto perto dos prédios. Precisamos de patrulhamento urgente e iluminação de verdade pra afastar esses criminosos.",alto da gávea
567,"As vans e ônibus que circulam pelo bairro andam em velocidade absurda e perigosa. minha mãe idosa pegou uma condução dessas na última terça-feira perto de no cruzamento principal perto do posto de combustível, e ficou apavorado com a imprudência. Precisamos de fiscalização rigorosa da guarda municipal e mais linhas de ônibus regulares.",asfalto
568,"A Defesa Civil veio aqui esses dias atrás, interditou algumas casas rachadas perto de nas vielas apertadas perto do CIEP, por risco iminente de desabamento, mas não dão nenhuma solução real ou auxílio. O aluguel social é uma miséria. uma senhora de idade que mora aqui perto tá desesperado sem saber pra onde levar a família e os filhos. É uma falta de respeito tremenda com quem paga imposto caro todo mês e não vê retorno.",favela
569,"A saúde aqui na região tá um caos absoluto. Fui levar um rapaz que estuda na PUC no posto de saúde da Gávea anteontem e não tinha nenhum clínico de plantão. Uma fila imensa dobrava o quarteirão desde a madrugada e de manhã disseram que as senhas tinham acabado. É humilhante ver o trabalhador sofrendo assim.",asfalto
570,"A fiação elétrica aqui tá um perigo absurdo, um emaranhado de fios soltos e baixos passando na cabeça da gente. na Viela da Paz, subindo as escadas,, os cabos tão quase tocando o chão das vielas. um morador antigo aqui do beco tem medo de um curto-circuito ou incêndio grave. A Light e a prefeitura precisam ordenar esse caos.",favela
571,"Morar perto do valão é um sofrimento sem fim que ninguém merece. perto do valão de esgoto principal,, o cheiro é de morte o dia todo e quando chove a água podre invade os becos e entra nas casas. minha irmã com o carrinho de bebê perdeu os móveis na última enchente. Precisamos de saneamento básico, saneamento é dignidade humana! Até a escola da garotada fica prejudicada com essa buraqueira toda que impede o acesso.",favela
572,"Falta fiscalização dos serviços públicos que deveriam atender a comunidade. Fazem promessas em reuniões na associação de moradores perto de na localidade conhecida como Grota,, mas as obras nunca começam ou param na metade por falta de verba. eu mesmo com pressa pro serviço exige auditoria e transparência nas contas da prefeitura pro nosso morro.",favela
573,"A saúde aqui na região tá um caos absoluto. Fui levar um grupo de estudantes daqui no posto de saúde da Gávea logo cedo na segunda-feira e não tinha nenhum clínico de plantão. Uma fila imensa dobrava o quarteirão desde a madrugada e de manhã disseram que as senhas tinham acabado. É humilhante ver o trabalhador sofrendo assim.",alto da gávea
574,"Aqui nas vielas a segurança pública é quase nenhuma, só lembram da gente pra fazer operação violenta. no beco que dá acesso à quadra de esporte, tá perigoso de andar de noite por falta de luz nos postes. minha filha mais nova já ouviu relato de assalto nos becos escuros. Queremos paz e policiamento comunitário de verdade. Nem o Parque da Cidade escapa desse abandono generalizado que tomou conta do nosso bairro.",comunidade
575,"Falta iluminação nos becos mais internos da comunidade. Caminhar por aqui de noite é um desafio de sobrevivência porque tá tudo no escuro completo. nas vielas apertadas perto do CIEP,, os moradores vivem com medo de assalto e queda. meu vizinho da frente, o Seu Jorge, comprou lâmpada do próprio bolso pra colocar no beco.",favela
576,"Os pontos de ônibus perto de no Beco do Rato, na parte mais alta, tão abandonados, sem cobertura nenhuma contra chuva ou sol e totalmente escuros de noite. uma vizinha nossa, a Dona Maria, fica exposto ao perigo e ao tempo esperando condução que nunca passa no horário certo. Transporte de qualidade é um direito nosso.",favela
577,"O custo de moradia na Gávea virou uma loucura completa e inacessível. Os aluguéis tão num valor abusivo por causa da especulação imobiliária. meu marido voltando do trabalho mora aqui há mais de dez anos perto de na Rua Engenheiro Álvaro Niemeyer, e agora tá sendo obrigado a se mudar porque não aguenta mais pagar tão caro por um espaço pequeno. E pra piorar tudo, as calçadas tão todas quebradas, um perigo de queda pros idosos.",alto da gávea
578,"Falta de vaga em creche municipal aqui dentro da comunidade é um absurdo que prejudica as mães. meu filho adolescente tá desempregada porque não tem com quem deixar o bebê, já que a creche perto de perto do valão de esgoto principal, tá superlotada e sem previsão de novas vagas. A prefeitura precisa expandir a rede.",favela
579,"O posto de saúde tá sempre lotado e faltam especialistas como pediatra e ginecologista. minha mãe idosa tá tentando marcar uma consulta há mais de quatro meses e nada. na última terça-feira disseram que o sistema do Sisreg caiu. É uma falta de respeito enorme com quem mora na comunidade.",favela
580,"A quadra de esportes da favela tá abandonada há anos, sem iluminação, com o piso todo rachado e a tela de proteção rasgada. esses dias atrás um jovem se machucou jogando bola perto de na subida da passarela de acesso,. uma senhora de idade que mora aqui perto pede socorro pra secretaria de esportes reformar o local pros nossos jovens saírem da rua. E a iluminação dos postes sumiu nessa parte, virando um breu danado propício pra assaltos.",favela
581,"Não dá mais pra aguentar a falta de segurança. anteontem, um rapaz que estuda na PUC foi abordado por dois caras de moto bem na curva perigosa perto da descida pra o São Conrado,. Levaram o celular e a carteira, deixando todo mundo assustado. A polícia sumiu da região, ficamos desprotegidos. É uma revolta ver o bairro abandonado assim, parece que a prefeitura esqueceu da gente.",alto da gávea
582,"Aqui nas vielas a segurança pública é quase nenhuma, só lembram da gente pra fazer operação violenta. nas vielas apertadas perto do CIEP, tá perigoso de andar de noite por falta de luz nos postes. um morador antigo aqui do beco já ouviu relato de assalto nos becos escuros. Queremos paz e policiamento comunitário de verdade.",favela
583,"Um absurdo a truculência nas abordagens policiais aqui na comunidade. em plena luz do dia ontem, minha irmã com o carrinho de bebê foi parado voltando do serviço bem perto da associação de moradores, e os policial já chegaram esculachando, tratando como suspeito. A gente quer segurança, mas quer respeito também, porque trabalhador não é bandido. Desse jeito o posto de saúde vai continuar lotado de gente doente com infecção.",comunidade
584,"A gente vive no meio do fogo cruzado e ninguém faz nada por nós. já faz uns três dias teve tiroteio perto do CIEP e eu mesmo com pressa pro serviço teve que correr pra se proteger dentro do beco. As crianças ficam traumatizadas e perdem aula direta. Segurança pra nós da comunidade é artigo de luxo pelo visto.",favela
585,"Conseguir vaga na creche pública aqui na região é quase impossível, uma fila de espera eterna no sistema. Estou com um grupo de estudantes daqui sem estudar porque nunca tem vaga disponível nas creches perto de na calçada da Rua Artur Araripe,. As mães trabalhadoras precisam desse suporte urgente pra poder trabalhar em paz.",asfalto
586,"Muitas famílias aqui na comunidade vivem em condições habitacionais muito precárias, em barracos com muita umidade e infiltração perigosa. minha filha mais nova mora num cômodo pequeno onde chove mais dentro do que fora perto de nas proximidades do posto de saúde da Gávea,. Precisamos de programas sociais de melhoria habitacional. Fora o transporte público que demora horas pra passar e nos deixa mofando no ponto com medo.",comunidade
587,"Um absurdo completo o atendimento de saúde pública na nossa zona. durante o temporal de ontem, meu vizinho da frente, o Seu Jorge, passou muito mal com febre alta e ficamos horas esperando atendimento médico no posto da Gávea. Os profissionais trabalham sobrecarregados e faltam insumos básicos. A prefeitura precisa investir sério.",asfalto
588,"A gente vive no meio do fogo cruzado e ninguém faz nada por nós. no meio da semana passada teve tiroteio perto do CIEP e uma vizinha nossa, a Dona Maria, teve que correr pra se proteger dentro do beco. As crianças ficam traumatizadas e perdem aula direta. Segurança pra nós da comunidade é artigo de luxo pelo visto.",favela
589,"É uma pouca vergonha o estado das galerias de esgoto aqui. ontem de noite a tubulação começou a vazar bem na Rua Marquês de São Vicente, bem perto da PUC, e o mau cheiro tá insuportável na rua inteira. meu marido voltando do trabalho já ligou pro 1746 reclamando, mas ninguém aparece. Descaso total da prefeitura com o IPTU caro que a gente paga. A prefeitura diz na televisão que faz obra mas a verdade é que o descaso continua igual por aqui.",asfalto
590,"Toda vez que cai uma chuva mais forte, as ruas da Gávea alagam por causa dos bueiros entupidos. na semana passada, a água da chuva acumulou tanto perto da entrada do Parque da Cidade, que cobriu as calçadas e quase invadiu os comércios. meu filho adolescente teve o carro danificado. A Comlurb precisa limpar essas bocas de lobo urgente.",alto da gávea
591,"Os buracos na pista tão acabando com os carros dos moradores. em frente ao Shopping da Gávea, tem uma cratera aberta que tá causando acidentes graves. na última terça-feira um motoqueiro quase se acidentou feio. minha mãe idosa já abriu vários chamados no 1746 mas eles só jogam uma terra que sai na primeira chuvinha.",asfalto
592,"A gente vive com medo de sair de casa à noite. Aqui perto de na calçada da Rua Artur Araripe,, os assaltos são constantes e violentos. esses dias atrás teve correria perto do ponto de ônibus. É um trauma pro uma senhora de idade que mora aqui perto e pra todo mundo que mora aqui no asfalto. Cadê o Segurança Presente que tanto prometeram? É uma falta de respeito tremenda com quem paga imposto caro todo mês e não vê retorno.",asfalto
593,"Ir no posto de saúde da Gávea é passar nervoso. Fui levar um rapaz que estuda na PUC anteontem e o atendimento tava parado por falta de médico. A gente que mora no morro tem que descer de madrugada, pegar chuva na fila pra ouvir que não tem vaga. Saúde pública aqui tá largada às traças.",comunidade
594,"Há um descaso imenso com a fiscalização de obras residenciais na nossa região. na Rua Vice-Governador Rubens Berardo,, tão fazendo construções que parecem irregulares e tão afetando a estrutura das casas vizinhas e gerando rachaduras. um morador antigo aqui do beco já denunciou na prefeitura mas ninguém vem embargar a obra.",asfalto
595,"Olha, a situação da segurança tá caótica na Gávea. no cruzamento principal perto do posto de combustível, virou ponto fixo de bandido assaltando quem sai do trabalho ou da faculdade. em plena luz do dia ontem teve mais um roubo de celular violento. minha irmã com o carrinho de bebê tentou acionar os policiais mas a viatura demorou uma eternidade pra chegar. Até a escola da garotada fica prejudicada com essa buraqueira toda que impede o acesso.",asfalto
596,"A situação da saúde aqui tá precária demais. O posto da Gávea não dá conta de atender todo mundo da favela e do asfalto. eu mesmo com pressa pro serviço foi lá com suspeita de dengue já faz uns três dias e mandaram voltar pra casa e tomar paracetamol sem nem fazer exame de sangue. Uma vergonha esse descaso.",comunidade
597,"As calçadas aqui da Gávea tão completamente detonadas, cheias de buracos e pedras soltas. logo cedo na segunda-feira, um grupo de estudantes daqui tropeçou e quase caiu feio bem nos arredores da Praça Santos Dumont, no Baixo Gávea,. As raízes das árvores estouraram o concreto e ninguém conserta. Idosos sofrem demais pra caminhar por aqui, cadê a conservação?",asfalto
598,"A coleta de lixo aqui dentro não funciona direito e o povo acaba jogando os sacos nas encostas ou perto de na Viela da Paz, subindo as escadas,. no final da tarde de quinta acumulou tanta sujeira que tampou a passagem do beco. minha filha mais nova se preocupa com as doenças, o valão tá transbordando e ninguém limpa essa imundície. Nem o Parque da Cidade escapa desse abandono generalizado que tomou conta do nosso bairro.",favela
599,"Morar perto do valão é um sofrimento sem fim que ninguém merece. perto do valão de esgoto principal,, o cheiro é de morte o dia todo e quando chove a água podre invade os becos e entra nas casas. meu vizinho da frente, o Seu Jorge, perdeu os móveis na última enchente. Precisamos de saneamento básico, saneamento é dignidade humana!",favela
600,"A Gávea paga impostos e taxas altíssimas, como um IPTU absurdo, mas o retorno em serviços públicos de qualidade é quase zero. uma vizinha nossa, a Dona Maria, desabafa que as autoridades não fiscalizam as irregularidades urbanas e deixam o bairro abandonado à própria sorte. Precisamos de gestão de verdade.",asfalto
601,"Não dá mais pra aguentar a falta de segurança. ontem de noite, meu marido voltando do trabalho foi abordado por dois caras de moto bem nas imediações das mansões residenciais,. Levaram o celular e a carteira, deixando todo mundo assustado. A polícia sumiu da região, ficamos desprotegidos. É uma revolta ver o bairro abandonado assim, parece que a prefeitura esqueceu da gente. E pra piorar tudo, as calçadas tão todas quebradas, um perigo de queda pros idosos.",alto da gávea
602,"A fiação elétrica aqui tá um perigo absurdo, um emaranhado de fios soltos e baixos passando na cabeça da gente. perto do ponto final das vans lá em cima,, os cabos tão quase tocando o chão das vielas. meu filho adolescente tem medo de um curto-circuito ou incêndio grave. A Light e a prefeitura precisam ordenar esse caos.",favela
603,"A subprefeitura da Zona Sul não bota os pés aqui dentro da comunidade pra ver nossa realidade. Ignoram o esgoto, a falta de luz nas vielas e o perigo nas encostas perto de nas vielas apertadas perto do CIEP,. minha mãe idosa diz que o morador tá abandonado e tem que resolver tudo por conta própria através de mutirão.",favela
604,"O trânsito nos horários de pico perto de perto da entrada do Parque da Cidade, é insuportável, principalmente por causa da saída das escolas particulares e da faculdade. Faltam guardas municipais pra ordenar o fluxo de veículos e orientar as travessias. uma senhora de idade que mora aqui perto perde um tempo absurdo engarrafado todo dia. E a iluminação dos postes sumiu nessa parte, virando um breu danado propício pra assaltos.",alto da gávea
605,"A saúde aqui na região tá um caos absoluto. Fui levar um rapaz que estuda na PUC no posto de saúde da Gávea anteontem e não tinha nenhum clínico de plantão. Uma fila imensa dobrava o quarteirão desde a madrugada e de manhã disseram que as senhas tinham acabado. É humilhante ver o trabalhador sofrendo assim.",asfalto
606,"A fiação elétrica aqui tá um perigo absurdo, um emaranhado de fios soltos e baixos passando na cabeça da gente. perto do valão de esgoto principal,, os cabos tão quase tocando o chão das vielas. um morador antigo aqui do beco tem medo de um curto-circuito ou incêndio grave. A Light e a prefeitura precisam ordenar esse caos.",favela
